"season","team","kicker","kicker_id","distance","wind","roof_type","fg_result"
2016,"LA","G.Zuerlein","00-0029621",25,2,"outdoors",1
2016,"CAR","G.Gano","00-0026858",37,2,"outdoors",1
2016,"CLE","C.Parkey","00-0030850",31,4,"outdoors",1
2016,"CLE","C.Parkey","00-0030850",41,4,"outdoors",0
2016,"LV","S.Janikowski","00-0019646",24,6,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",29,6,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",48,6,"outdoors",0
2016,"DEN","B.McManus","00-0029822",55,6,"outdoors",1
2016,"DEN","B.McManus","00-0029822",44,6,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",35,6,"outdoors",1
2016,"DET","M.Prater","00-0023853",47,NA,"indoors",1
2016,"MIN","B.Walsh","00-0029576",33,NA,"indoors",1
2016,"MIN","B.Walsh","00-0029576",46,NA,"indoors",0
2016,"DET","M.Prater","00-0023853",53,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",58,NA,"indoors",1
2016,"GB","M.Crosby","00-0025580",34,7,"outdoors",1
2016,"GB","M.Crosby","00-0025580",48,7,"outdoors",0
2016,"IND","A.Vinatieri","00-0016919",28,7,"outdoors",1
2016,"GB","M.Crosby","00-0025580",27,7,"outdoors",1
2016,"KC","C.Santos","00-0031203",26,7,"outdoors",1
2016,"KC","C.Santos","00-0031203",51,7,"outdoors",1
2016,"KC","C.Santos","00-0031203",24,7,"outdoors",1
2016,"JAX","J.Myers","00-0031492",54,7,"outdoors",0
2016,"KC","C.Santos","00-0031203",36,7,"outdoors",1
2016,"SF","P.Dawson","00-0004091",49,0,"outdoors",1
2016,"SF","P.Dawson","00-0004091",48,0,"outdoors",1
2016,"NO","W.Lutz","00-0032569",26,0,"outdoors",1
2016,"SF","P.Dawson","00-0004091",46,0,"outdoors",1
2016,"NO","W.Lutz","00-0032569",55,0,"outdoors",0
2016,"NO","W.Lutz","00-0032569",41,0,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",23,14,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",21,14,"outdoors",1
2016,"MIA","A.Franks","00-0031718",33,14,"outdoors",1
2016,"MIA","A.Franks","00-0031718",29,14,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",28,14,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",34,9,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",40,9,"outdoors",0
2016,"PHI","C.Sturgis","00-0030390",26,9,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",38,9,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",49,15,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",42,15,"outdoors",1
2016,"LAC","J.Lambo","00-0032087",32,6,"outdoors",1
2016,"LAC","J.Lambo","00-0032087",23,6,"outdoors",1
2016,"LAC","J.Lambo","00-0032087",36,6,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",44,10,"outdoors",0
2016,"ATL","M.Bryant","00-0020578",38,10,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",43,10,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",53,10,"outdoors",0
2016,"PHI","C.Sturgis","00-0030390",29,10,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",46,10,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",25,10,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",55,10,"outdoors",0
2016,"PHI","C.Sturgis","00-0030390",48,10,"outdoors",1
2016,"CHI","C.Barth","00-0026138",54,4,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",30,4,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",27,4,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",25,2,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",38,2,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",25,3,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",40,3,"outdoors",1
2016,"DAL","D.Bailey","00-0028660",37,7,"outdoors",1
2016,"DAL","D.Bailey","00-0028660",53,7,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",39,7,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",55,7,"outdoors",0
2016,"PIT","C.Boswell","00-0031136",25,7,"outdoors",1
2016,"DAL","D.Bailey","00-0028660",46,7,"outdoors",1
2016,"DEN","B.McManus","00-0029822",50,NA,"indoors",1
2016,"NO","W.Lutz","00-0032569",30,NA,"indoors",1
2016,"DEN","B.McManus","00-0029822",42,NA,"indoors",0
2016,"DEN","B.McManus","00-0029822",28,NA,"indoors",1
2016,"DEN","B.McManus","00-0029822",37,NA,"indoors",1
2016,"GB","M.Crosby","00-0025580",29,3,"outdoors",1
2016,"GB","M.Crosby","00-0025580",38,3,"outdoors",1
2016,"TEN","R.Succop","00-0026968",51,3,"outdoors",1
2016,"TEN","R.Succop","00-0026968",23,3,"outdoors",1
2016,"HOU","N.Novak","00-0023096",49,10,"outdoors",0
2016,"JAX","J.Myers","00-0031492",54,10,"outdoors",1
2016,"HOU","N.Novak","00-0023096",50,10,"outdoors",0
2016,"JAX","J.Myers","00-0031492",44,10,"outdoors",1
2016,"HOU","N.Novak","00-0023096",51,10,"outdoors",1
2016,"CAR","G.Gano","00-0026858",42,6,"outdoors",1
2016,"KC","C.Santos","00-0031203",47,6,"outdoors",1
2016,"KC","C.Santos","00-0031203",36,6,"outdoors",1
2016,"KC","C.Santos","00-0031203",33,6,"outdoors",1
2016,"KC","C.Santos","00-0031203",37,6,"outdoors",1
2016,"LA","G.Zuerlein","00-0029621",20,7,"outdoors",1
2016,"LA","G.Zuerlein","00-0029621",38,7,"outdoors",1
2016,"LA","G.Zuerlein","00-0029621",34,7,"outdoors",1
2016,"LAC","J.Lambo","00-0032087",45,11,"outdoors",1
2016,"MIA","A.Franks","00-0031718",27,11,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",30,7,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",37,7,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",50,7,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",28,7,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",27,3,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",31,3,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",41,3,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",30,3,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",23,3,"outdoors",1
2016,"ARI","C.Catanzaro","00-0030896",39,NA,"indoors",1
2016,"SF","P.Dawson","00-0004091",49,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",19,NA,"indoors",1
2016,"SF","P.Dawson","00-0004091",53,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",34,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",34,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",27,NA,"indoors",1
2016,"BAL","J.Tucker","00-0029597",46,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",30,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",21,NA,"indoors",1
2016,"BUF","D.Carpenter","00-0026003",26,8,"outdoors",1
2016,"BUF","D.Carpenter","00-0026003",54,8,"outdoors",1
2016,"BUF","D.Carpenter","00-0026003",20,8,"outdoors",1
2016,"CHI","C.Barth","00-0026138",40,10,"outdoors",1
2016,"NYG","R.Gould","00-0023252",46,10,"outdoors",1
2016,"CHI","C.Barth","00-0026138",51,10,"outdoors",0
2016,"GB","M.Crosby","00-0025580",36,23,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",37,23,"outdoors",1
2016,"GB","M.Crosby","00-0025580",36,23,"outdoors",0
2016,"HOU","N.Novak","00-0023096",32,6,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",19,6,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",20,6,"outdoors",1
2016,"HOU","N.Novak","00-0023096",28,6,"outdoors",1
2016,"JAX","J.Myers","00-0031492",27,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",27,NA,"indoors",1
2016,"JAX","J.Myers","00-0031492",52,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",43,NA,"indoors",1
2016,"LA","G.Zuerlein","00-0029621",46,3,"outdoors",1
2016,"SF","P.Dawson","00-0004091",33,6,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",38,6,"outdoors",1
2016,"CAR","G.Gano","00-0026858",32,6,"outdoors",1
2016,"NO","W.Lutz","00-0032569",27,6,"outdoors",1
2016,"CAR","G.Gano","00-0026858",49,6,"outdoors",1
2016,"CAR","G.Gano","00-0026858",42,6,"outdoors",1
2016,"NO","W.Lutz","00-0032569",30,6,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",21,5,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",35,5,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",44,5,"outdoors",0
2016,"PIT","C.Boswell","00-0031136",32,27,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",33,27,"outdoors",1
2016,"CLE","C.Parkey","00-0030850",24,27,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",22,27,"outdoors",1
2016,"KC","C.Santos","00-0031203",22,9,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",31,9,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",22,9,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",41,9,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",36,9,"outdoors",1
2016,"IND","A.Vinatieri","00-0016919",42,NA,"indoors",0
2016,"TEN","R.Succop","00-0026968",47,NA,"indoors",1
2016,"IND","A.Vinatieri","00-0016919",49,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",25,NA,"indoors",1
2016,"ATL","M.Bryant","00-0020578",45,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",54,NA,"indoors",1
2016,"LV","S.Janikowski","00-0019646",23,12,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",23,12,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",52,12,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",23,12,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",57,12,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",54,12,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",36,12,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",36,12,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",48,7,"outdoors",1
2016,"GB","M.Crosby","00-0025580",33,7,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",50,7,"outdoors",1
2016,"GB","M.Crosby","00-0025580",32,7,"outdoors",1
2016,"DEN","B.McManus","00-0029822",33,21,"outdoors",1
2016,"DEN","B.McManus","00-0029822",44,21,"outdoors",1
2016,"KC","C.Santos","00-0031203",37,21,"outdoors",1
2016,"DEN","B.McManus","00-0029822",62,21,"outdoors",0
2016,"KC","C.Santos","00-0031203",34,21,"outdoors",1
2016,"DET","M.Prater","00-0023853",29,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",30,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",28,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",48,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",40,NA,"indoors",1
2016,"NYJ","N.Folk","00-0025565",51,10,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",28,10,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",54,10,"outdoors",0
2016,"NE","S.Gostkowski","00-0024333",39,10,"outdoors",0
2016,"NE","S.Gostkowski","00-0024333",29,10,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",41,10,"outdoors",1
2016,"CLE","C.Parkey","00-0030850",20,10,"outdoors",1
2016,"CLE","C.Parkey","00-0030850",25,10,"outdoors",1
2016,"IND","A.Vinatieri","00-0016919",52,NA,"indoors",0
2016,"LAC","J.Lambo","00-0032087",54,NA,"indoors",0
2016,"HOU","N.Novak","00-0023096",19,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",45,NA,"indoors",1
2016,"SEA","S.Hauschka","00-0025944",43,6,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",48,6,"outdoors",0
2016,"MIA","A.Franks","00-0031718",24,13,"outdoors",1
2016,"SF","P.Dawson","00-0004091",36,13,"outdoors",1
2016,"TEN","R.Succop","00-0026968",19,11,"outdoors",1
2016,"TEN","R.Succop","00-0026968",31,11,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",43,NA,"indoors",0
2016,"WAS","D.Hopkins","00-0030098",24,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",46,NA,"indoors",1
2016,"WAS","D.Hopkins","00-0030098",55,NA,"indoors",0
2016,"WAS","D.Hopkins","00-0030098",20,NA,"indoors",1
2016,"BUF","D.Carpenter","00-0026003",27,4,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",47,4,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",41,4,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",47,4,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",23,4,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",37,4,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",31,4,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",28,4,"outdoors",1
2016,"MIN","K.Forbath","00-0028787",48,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",36,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",33,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",39,NA,"indoors",1
2016,"JAX","J.Myers","00-0031492",47,10,"outdoors",1
2016,"DEN","B.McManus","00-0029822",32,10,"outdoors",1
2016,"DEN","B.McManus","00-0029822",41,10,"outdoors",1
2016,"DET","M.Prater","00-0023853",27,NA,"indoors",1
2016,"NO","W.Lutz","00-0032569",40,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",29,NA,"indoors",1
2016,"NO","W.Lutz","00-0032569",32,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",32,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",27,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",52,NA,"indoors",1
2016,"NYJ","N.Folk","00-0025565",38,6,"outdoors",1
2016,"IND","A.Vinatieri","00-0016919",53,6,"outdoors",1
2016,"IND","A.Vinatieri","00-0016919",36,6,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",22,NA,"indoors",1
2016,"ATL","M.Bryant","00-0020578",22,NA,"indoors",1
2016,"ATL","M.Bryant","00-0020578",59,NA,"indoors",1
2016,"NE","S.Gostkowski","00-0024333",28,8,"outdoors",1
2016,"LA","G.Zuerlein","00-0029621",44,8,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",48,8,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",45,8,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",45,8,"outdoors",1
2016,"MIA","A.Franks","00-0031718",46,3,"outdoors",0
2016,"BAL","J.Tucker","00-0029597",55,3,"outdoors",1
2016,"PIT","R.Bullock","00-0029421",44,71,"outdoors",1
2016,"PIT","R.Bullock","00-0029421",34,71,"outdoors",1
2016,"PIT","R.Bullock","00-0029421",38,71,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",32,10,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",51,10,"outdoors",0
2016,"CIN","M.Nugent","00-0023482",33,10,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",26,10,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",38,10,"outdoors",1
2016,"SF","P.Dawson","00-0004091",31,5,"outdoors",1
2016,"SF","P.Dawson","00-0004091",28,5,"outdoors",1
2016,"CHI","C.Barth","00-0026138",45,5,"outdoors",1
2016,"LAC","J.Lambo","00-0032087",53,7,"outdoors",0
2016,"TB","R.Aguayo","00-0033102",31,7,"outdoors",0
2016,"TB","R.Aguayo","00-0033102",27,7,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",35,7,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",47,NA,"indoors",1
2016,"WAS","D.Hopkins","00-0030098",20,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",28,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",53,NA,"indoors",0
2016,"WAS","D.Hopkins","00-0030098",53,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",41,18,"outdoors",0
2016,"ARI","C.Catanzaro","00-0030896",56,18,"outdoors",1
2016,"MIA","A.Franks","00-0031718",21,18,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",34,3,"outdoors",0
2016,"BAL","J.Tucker","00-0029597",50,3,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",38,3,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",37,3,"outdoors",1
2016,"CHI","C.Barth","00-0026138",38,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",29,NA,"indoors",1
2016,"DET","M.Prater","00-0023853",54,NA,"indoors",1
2016,"CIN","M.Nugent","00-0023482",36,15,"outdoors",0
2016,"CLE","C.Parkey","00-0030850",30,15,"outdoors",1
2016,"CIN","M.Nugent","00-0023482",44,15,"outdoors",1
2016,"DAL","D.Bailey","00-0028660",55,0,"outdoors",0
2016,"NYG","R.Gould","00-0023252",39,0,"outdoors",1
2016,"TEN","R.Succop","00-0026968",53,5,"outdoors",1
2016,"TEN","R.Succop","00-0026968",41,5,"outdoors",1
2016,"DEN","B.McManus","00-0029822",34,5,"outdoors",1
2016,"IND","A.Vinatieri","00-0016919",32,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",21,NA,"indoors",1
2016,"IND","A.Vinatieri","00-0016919",55,NA,"indoors",0
2016,"HOU","N.Novak","00-0023096",52,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",24,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",41,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",34,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",43,5,"outdoors",1
2016,"MIN","K.Forbath","00-0028787",32,5,"outdoors",1
2016,"JAX","J.Myers","00-0031492",45,5,"outdoors",1
2016,"MIN","K.Forbath","00-0028787",40,5,"outdoors",1
2016,"JAX","J.Myers","00-0031492",55,5,"outdoors",1
2016,"JAX","J.Myers","00-0031492",24,5,"outdoors",1
2016,"JAX","J.Myers","00-0031492",41,5,"outdoors",0
2016,"MIN","K.Forbath","00-0028787",46,5,"outdoors",1
2016,"JAX","J.Myers","00-0031492",61,5,"outdoors",0
2016,"TB","R.Aguayo","00-0033102",41,9,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",39,9,"outdoors",1
2016,"NO","W.Lutz","00-0032569",42,9,"outdoors",1
2016,"NO","W.Lutz","00-0032569",34,9,"outdoors",1
2016,"NO","W.Lutz","00-0032569",22,9,"outdoors",1
2016,"TB","R.Aguayo","00-0033102",26,9,"outdoors",1
2016,"SF","P.Dawson","00-0004091",44,8,"outdoors",0
2016,"SF","P.Dawson","00-0004091",48,8,"outdoors",0
2016,"NYJ","N.Folk","00-0025565",36,8,"outdoors",1
2016,"SF","P.Dawson","00-0004091",47,8,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",30,8,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",50,8,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",44,7,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",33,7,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",37,9,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",39,9,"outdoors",1
2016,"CAR","G.Gano","00-0026858",41,6,"outdoors",1
2016,"CAR","G.Gano","00-0026858",44,6,"outdoors",1
2016,"CAR","G.Gano","00-0026858",45,6,"outdoors",1
2016,"CAR","G.Gano","00-0026858",23,6,"outdoors",1
2016,"LAC","J.Lambo","00-0032087",32,6,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",28,5,"outdoors",1
2016,"GB","M.Crosby","00-0025580",51,5,"outdoors",0
2016,"GB","M.Crosby","00-0025580",38,5,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",45,3,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",38,3,"outdoors",0
2016,"PHI","C.Sturgis","00-0030390",36,3,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",41,3,"outdoors",1
2016,"CAR","G.Gano","00-0026858",35,8,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",43,8,"outdoors",1
2016,"CAR","G.Gano","00-0026858",23,8,"outdoors",1
2016,"CAR","G.Gano","00-0026858",23,8,"outdoors",1
2016,"WAS","D.Hopkins","00-0030098",26,8,"outdoors",1
2016,"CAR","G.Gano","00-0026858",38,8,"outdoors",0
2016,"WAS","D.Hopkins","00-0030098",34,8,"outdoors",1
2016,"CAR","G.Gano","00-0026858",41,8,"outdoors",1
2016,"BUF","D.Carpenter","00-0026003",21,15,"outdoors",1
2016,"CLE","C.Parkey","00-0030850",35,15,"outdoors",1
2016,"CLE","C.Parkey","00-0030850",40,15,"outdoors",1
2016,"BUF","D.Carpenter","00-0026003",34,15,"outdoors",1
2016,"DET","M.Prater","00-0023853",48,1,"outdoors",1
2016,"NYG","R.Gould","00-0023252",47,1,"outdoors",1
2016,"DET","M.Prater","00-0023853",33,1,"outdoors",1
2016,"CHI","C.Barth","00-0026138",26,12,"outdoors",1
2016,"GB","M.Crosby","00-0025580",34,12,"outdoors",1
2016,"GB","M.Crosby","00-0025580",18,12,"outdoors",1
2016,"CHI","C.Barth","00-0026138",22,12,"outdoors",1
2016,"GB","M.Crosby","00-0025580",32,12,"outdoors",1
2016,"IND","A.Vinatieri","00-0016919",48,NA,"indoors",1
2016,"IND","A.Vinatieri","00-0016919",50,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",32,NA,"indoors",1
2016,"MIN","K.Forbath","00-0028787",51,NA,"indoors",1
2016,"JAX","J.Myers","00-0031492",26,NA,"indoors",1
2016,"JAX","J.Myers","00-0031492",50,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",39,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",45,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",43,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",27,NA,"indoors",1
2016,"SEA","S.Hauschka","00-0025944",48,5,"outdoors",1
2016,"LA","G.Zuerlein","00-0029621",36,5,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",48,5,"outdoors",1
2016,"NYJ","N.Folk","00-0025565",36,5,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",45,9,"outdoors",1
2016,"DEN","B.McManus","00-0029822",33,9,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",40,9,"outdoors",1
2016,"NE","S.Gostkowski","00-0024333",21,9,"outdoors",1
2016,"NO","W.Lutz","00-0032569",37,NA,"indoors",1
2016,"ARI","C.Catanzaro","00-0030896",55,NA,"indoors",0
2016,"NO","W.Lutz","00-0032569",39,NA,"indoors",1
2016,"LV","S.Janikowski","00-0019646",45,5,"outdoors",1
2016,"LAC","J.Lambo","00-0032087",35,5,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",33,5,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",21,5,"outdoors",1
2016,"LV","S.Janikowski","00-0019646",44,5,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",45,9,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",53,9,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",47,9,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",34,9,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",27,9,"outdoors",1
2016,"PHI","C.Sturgis","00-0030390",29,9,"outdoors",1
2016,"CIN","R.Bullock","00-0029421",23,8,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",45,8,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",49,8,"outdoors",1
2016,"CIN","R.Bullock","00-0029421",22,8,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",49,8,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",40,8,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",49,8,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",30,8,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",50,NA,"indoors",1
2016,"ATL","M.Bryant","00-0020578",41,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",56,NA,"indoors",0
2016,"TB","R.Aguayo","00-0033102",25,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",27,NA,"indoors",1
2016,"TB","R.Aguayo","00-0033102",34,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",52,NA,"indoors",0
2016,"DAL","D.Bailey","00-0028660",40,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",38,NA,"indoors",1
2016,"DAL","D.Bailey","00-0028660",33,NA,"indoors",1
2016,"KC","C.Santos","00-0031203",34,5,"outdoors",1
2016,"TEN","R.Succop","00-0026968",39,5,"outdoors",1
2016,"TEN","R.Succop","00-0026968",53,5,"outdoors",1
2016,"SEA","S.Hauschka","00-0025944",45,2,"outdoors",0
2016,"SEA","S.Hauschka","00-0025944",27,2,"outdoors",1
2016,"ARI","C.Catanzaro","00-0030896",53,2,"outdoors",0
2016,"ARI","C.Catanzaro","00-0030896",42,2,"outdoors",1
2016,"ARI","C.Catanzaro","00-0030896",43,2,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",51,5,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",48,5,"outdoors",1
2016,"CAR","G.Gano","00-0026858",31,5,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",30,5,"outdoors",0
2016,"CAR","G.Gano","00-0026858",40,5,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",29,5,"outdoors",1
2016,"CAR","G.Gano","00-0026858",31,5,"outdoors",1
2016,"ATL","M.Bryant","00-0020578",50,5,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",41,9,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",38,9,"outdoors",1
2016,"PIT","C.Boswell","00-0031136",36,9,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",46,9,"outdoors",1
2016,"BAL","J.Tucker","00-0029597",23,9,"outdoors",1
2016,"CIN","R.Bullock","00-0029421",43,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",25,NA,"indoors",1
2016,"HOU","N.Novak","00-0023096",22,NA,"indoors",1
2016,"CIN","R.Bullock","00-0029421",43,NA,"indoors",0
2016,"KC","C.Santos","00-0031203",39,9,"outdoors",0
2016,"DEN","B.McManus","00-0029822",52,9,"outdoors",1
2016,"KC","C.Santos","00-0031203",27,9,"outdoors",1
2016,"KC","C.Santos","00-0031203",39,9,"outdoors",1
2016,"DET","M.Prater","00-0023853",47,NA,"indoors",0
2016,"IND","A.Vinatieri","00-0016919",42,9,"outdoors",1
2016,"BUF","D.Carpenter","00-0026003",46,13,"outdoors",0
2016,"MIA","A.Franks","00-0031718",46,13,"outdoors",0
2016,"BUF","D.Carpenter","00-0026003",28,13,"outdoors",1
2016,"MIA","A.Franks","00-0031718",55,13,"outdoors",1
2016,"BUF","D.Carpenter","00-0026003",45,13,"outdoors",0
2016,"MIA","A.Franks","00-0031718",27,13,"outdoors",1
2016,"MIN","K.Forbath","00-0028787",22,8,"outdoors",1
2016,"MIN","K.Forbath","00-0028787",26,8,"outdoors",1
2016,"GB","M.Crosby","00-0025580",48,8,"outdoors",1
2016,"NYG","R.Gould","00-0023252",35,10,"outdoors",1
